shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon
15JUNE-515101,190004,47.231254,-122.487275
15JUNE-515101,190005,47.231254,-122.487533
15JUNE-515101,200001,47.231254,-122.487533
15JUNE-515101,200002,47.231254,-122.488475
15JUNE-515101,200003,47.231254,-122.489685
15JUNE-515101,200004,47.231254,-122.489995
15JUNE-515101,200005,47.231261,-122.490651
15JUNE-515101,210001,47.231261,-122.490651
15JUNE-515101,210002,47.231264,-122.490875
15JUNE-515101,210003,47.231264,-122.491205
15JUNE-515101,210004,47.231274,-122.491485
15JUNE-515101,210005,47.231284,-122.491675
15JUNE-515101,210006,47.231304,-122.491905
15JUNE-515101,210007,47.231324,-122.492105
15JUNE-515101,210008,47.231394,-122.492505
15JUNE-515101,210009,47.231444,-122.492735
15JUNE-515101,210010,47.231484,-122.492925
15JUNE-515101,210011,47.231594,-122.493305
15JUNE-515101,210012,47.231864,-122.494025
15JUNE-515101,210013,47.231957,-122.494219
15JUNE-515101,220001,47.231957,-122.494219
15JUNE-515101,220002,47.231994,-122.494295
15JUNE-515101,220003,47.232114,-122.494535
15JUNE-515101,220004,47.232244,-122.494765
15JUNE-515101,220005,47.232394,-122.495015
15JUNE-515101,220006,47.232534,-122.495195
15JUNE-515101,220007,47.232634,-122.495315
15JUNE-515101,220008,47.232954,-122.495645
15JUNE-515101,220009,47.233314,-122.496045
15JUNE-515101,220010,47.233704,-122.496475
15JUNE-515101,220011,47.233834,-122.496645
15JUNE-515101,220012,47.233895,-122.496728
15JUNE-515101,230001,47.233895,-122.496728
15JUNE-515101,230002,47.233944,-122.496795
15JUNE-515101,230003,47.234054,-122.496975
15JUNE-515101,230004,47.234174,-122.497235
15JUNE-515101,230005,47.234284,-122.497555
15JUNE-515101,230006,47.234344,-122.497825
15JUNE-515101,230007,47.234374,-122.498045
15JUNE-515101,230008,47.234394,-122.498275
15JUNE-515101,230009,47.234394,-122.499925
15JUNE-515101,230010,47.234414,-122.500895
15JUNE-515101,230011,47.234421,-122.501270
15JUNE-515101,240001,47.234421,-122.501270
15JUNE-515101,240002,47.234424,-122.501455
15JUNE-515101,240003,47.234454,-122.503845
15JUNE-515101,240004,47.233244,-122.503855
15JUNE-515101,240005,47.233244,-122.505085
15JUNE-515101,240006,47.232774,-122.505085
15JUNE-515101,240007,47.232268,-122.505098
15JUNE-515101,250001,47.232268,-122.505098
15JUNE-515101,250002,47.231994,-122.505105
15JUNE-515101,250003,47.230184,-122.505155
15JUNE-515101,250004,47.229864,-122.505165
15JUNE-515101,250005,47.229504,-122.505155
15JUNE-515101,250006,47.228071,-122.505163
15JUNE-515101,260001,47.228071,-122.505163
15JUNE-515101,260002,47.227594,-122.505165
15JUNE-515101,260003,47.226154,-122.505165
15JUNE-515101,260004,47.225404,-122.505175
15JUNE-515101,260005,47.222234,-122.505175
15JUNE-515101,260006,47.221084,-122.505185
15JUNE-515101,260007,47.220705,-122.505185
15JUNE-515101,270001,47.220705,-122.505185
15JUNE-515101,270002,47.220564,-122.505185
15JUNE-515101,270003,47.219014,-122.505235
15JUNE-515101,270004,47.218801,-122.505234
15JUNE-515101,280001,47.218801,-122.505234
15JUNE-515101,280002,47.217394,-122.505225
15JUNE-515101,280003,47.216274,-122.505238
15JUNE-515101,290001,47.216274,-122.505238
15JUNE-515101,290002,47.215684,-122.505245
15JUNE-515101,290003,47.215034,-122.505275
15JUNE-515101,290004,47.213774,-122.505275
15JUNE-515101,290005,47.213477,-122.505274
15JUNE-515101,300001,47.213477,-122.505274
15JUNE-515101,300002,47.212274,-122.505265
15JUNE-515101,300003,47.211524,-122.505275
15JUNE-515101,300004,47.211264,-122.505265
15JUNE-515101,300005,47.211114,-122.505262
15JUNE-515101,310001,47.211114,-122.505262
15JUNE-515101,310002,47.210824,-122.505255
15JUNE-515101,310003,47.210414,-122.505255
15JUNE-515101,310004,47.209774,-122.505265
15JUNE-515101,310005,47.209434,-122.505265
15JUNE-515101,310006,47.209354,-122.505265
15JUNE-515101,310007,47.208944,-122.505275
15JUNE-515101,310008,47.208098,-122.505275
15JUNE-515101,320001,47.208098,-122.505275
15JUNE-515101,320002,47.207984,-122.505275
15JUNE-515101,320003,47.207674,-122.505265
15JUNE-515101,320004,47.207374,-122.505265
15JUNE-515101,320005,47.207124,-122.505285
15JUNE-515101,320006,47.206924,-122.505305
15JUNE-515101,320007,47.206774,-122.505325
15JUNE-515101,320008,47.206664,-122.505355
15JUNE-515101,320009,47.206534,-122.505385
15JUNE-515101,320010,47.206414,-122.505405
15JUNE-515101,320011,47.206264,-122.505445
15JUNE-515101,320012,47.206144,-122.505495
15JUNE-515101,320013,47.206054,-122.505535
15JUNE-515101,320014,47.205864,-122.505630
15JUNE-515101,330001,47.205864,-122.505630
15JUNE-515101,330002,47.205774,-122.505675
15JUNE-515101,330003,47.205384,-122.505945
15JUNE-515101,330004,47.205224,-122.506065
15JUNE-515101,330005,47.205024,-122.506245
15JUNE-515101,330006,47.204794,-122.506475
15JUNE-515101,330007,47.204524,-122.506765
15JUNE-515101,330008,47.204354,-122.506945
15JUNE-515101,330009,47.203964,-122.507335
15JUNE-515101,330010,47.203674,-122.507645
15JUNE-515101,330011,47.203504,-122.507805
15JUNE-515101,330012,47.203364,-122.507935
15JUNE-515101,330013,47.203124,-122.508115
15JUNE-515101,330014,47.202864,-122.508275
15JUNE-515101,330015,47.202674,-122.508395
15JUNE-515101,330016,47.202224,-122.508555
15JUNE-515101,330017,47.201970,-122.508610
15JUNE-515101,340001,47.201970,-122.508610
15JUNE-515101,340002,47.201854,-122.508635
15JUNE-515101,340003,47.201564,-122.508665
15JUNE-515101,340004,47.201334,-122.508665
15JUNE-515101,340005,47.201094,-122.508655
15JUNE-515101,340006,47.200414,-122.508685
15JUNE-515101,340007,47.199844,-122.508685
15JUNE-515101,340008,47.199274,-122.508695
15JUNE-515101,340009,47.199164,-122.508685
15JUNE-515101,340010,47.199007,-122.508688
15JUNE-515101,350001,47.199007,-122.508688
15JUNE-515101,350002,47.198234,-122.508705
15JUNE-515101,350003,47.197612,-122.508697
15JUNE-515101,360001,47.197612,-122.508697
15JUNE-515101,360002,47.197524,-122.508695
15JUNE-515101,360003,47.196134,-122.508695
15JUNE-515101,360004,47.194354,-122.508695
15JUNE-515101,360005,47.193954,-122.508695
15JUNE-515101,360006,47.193544,-122.508705
15JUNE-515101,360007,47.192054,-122.508805
15JUNE-515101,360008,47.191884,-122.508805
15JUNE-515101,360009,47.191754,-122.508807
15JUNE-515101,370001,47.191754,-122.508807
15JUNE-515101,370002,47.190584,-122.508825
15JUNE-515101,370003,47.190594,-122.509485
15JUNE-515101,370004,47.190594,-122.509675
15JUNE-515101,370005,47.190594,-122.510365
15JUNE-515101,370006,47.190574,-122.510635
15JUNE-515101,370007,47.190544,-122.510825
15JUNE-515101,370008,47.190504,-122.510995
15JUNE-515101,370009,47.190434,-122.511205
15JUNE-515101,370010,47.190374,-122.511335
15JUNE-515101,370011,47.190324,-122.511435
15JUNE-515101,370012,47.190204,-122.511655
15JUNE-515101,370013,47.189924,-122.512005
15JUNE-515101,370014,47.189474,-122.512575
15JUNE-515101,370015,47.189364,-122.512705
15JUNE-515101,370016,47.189084,-122.513155
15JUNE-515101,370017,47.188924,-122.513445
15JUNE-515101,370018,47.188754,-122.513755
15JUNE-515101,370019,47.188704,-122.513846
15JUNE-515101,380001,47.188704,-122.513846
15JUNE-515101,380002,47.188034,-122.515055
15JUNE-515101,380003,47.187754,-122.515555
15JUNE-515101,380004,47.187414,-122.516175
15JUNE-515101,380005,47.187334,-122.516315
15JUNE-515101,380006,47.187134,-122.516665
15JUNE-515101,380007,47.186944,-122.516995
15JUNE-515101,380008,47.186844,-122.517185
15JUNE-515101,380009,47.186744,-122.517415
15JUNE-515101,380010,47.186654,-122.517635
15JUNE-515101,380011,47.186584,-122.517845
15JUNE-515101,380012,47.186524,-122.518035
15JUNE-515101,380013,47.186484,-122.518185
15JUNE-515101,380014,47.186434,-122.518345
15JUNE-515101,380015,47.186174,-122.518330
15JUNE-515101,390001,47.186174,-122.518330
15JUNE-515101,390002,47.185614,-122.518295
15JUNE-515101,390003,47.185094,-122.518285
15JUNE-515101,390004,47.184824,-122.518295
15JUNE-515101,390005,47.184534,-122.518295
15JUNE-515101,390006,47.183994,-122.518275
15JUNE-515101,390007,47.183094,-122.518245
15JUNE-515101,390008,47.182569,-122.518223
15JUNE-515101,400001,47.182569,-122.518223
15JUNE-515101,400002,47.181904,-122.518195
15JUNE-515101,400003,47.181304,-122.518165
15JUNE-515101,400004,47.181154,-122.518165
15JUNE-515101,400005,47.180384,-122.518135
15JUNE-515101,400006,47.180054,-122.518125
15JUNE-515101,400007,47.179484,-122.518105
15JUNE-515101,400008,47.179434,-122.518105
15JUNE-515101,400009,47.179268,-122.518099
15JUNE-515101,410001,47.179268,-122.518099
15JUNE-515101,410002,47.178854,-122.518085
15JUNE-515101,410003,47.177944,-122.518075
15JUNE-515101,410004,47.177744,-122.518075
15JUNE-515101,410005,47.176494,-122.518075
15JUNE-515101,410006,47.176134,-122.518065
15JUNE-515101,410007,47.176130,-122.518066
15JUNE-515101,420001,47.176130,-122.518066
15JUNE-515101,420002,47.175974,-122.518075
15JUNE-515101,420003,47.175874,-122.518105
15JUNE-515101,420004,47.175764,-122.518145
15JUNE-515101,420005,47.175674,-122.518175
15JUNE-515101,420006,47.175534,-122.518225
15JUNE-515101,420007,47.175414,-122.518265
15JUNE-515101,420008,47.174924,-122.518405
15JUNE-515101,420009,47.174784,-122.518425
15JUNE-515101,420010,47.174584,-122.518435
15JUNE-515101,420011,47.174344,-122.518425
15JUNE-515101,420012,47.173324,-122.518425
15JUNE-515101,420013,47.173084,-122.518443
15JUNE-515101,430001,47.173084,-122.518443
15JUNE-515101,430002,47.173054,-122.518445
15JUNE-515101,430003,47.172934,-122.518445
15JUNE-515101,430004,47.172734,-122.518435
15JUNE-515101,430005,47.172464,-122.518425
15JUNE-515101,430006,47.171844,-122.518415
15JUNE-515101,430007,47.171624,-122.518385
15JUNE-515101,430008,47.171544,-122.518355
15JUNE-515101,430009,47.171464,-122.518315
15JUNE-515101,430010,47.171394,-122.518265
15JUNE-515101,430011,47.171314,-122.518185
15JUNE-515101,430012,47.171244,-122.518085
15JUNE-515101,430013,47.170994,-122.517615
15JUNE-515101,430014,47.170604,-122.516905
15JUNE-515101,430015,47.170429,-122.516604
15JUNE-515101,440001,47.170429,-122.516604
15JUNE-515101,440002,47.170314,-122.516405
15JUNE-515101,440003,47.169844,-122.515575
15JUNE-515101,440004,47.169549,-122.515066
15JUNE-515101,450001,47.169549,-122.515066
15JUNE-515101,450002,47.169144,-122.514365
15JUNE-515101,450003,47.168644,-122.513495
15JUNE-515101,450004,47.167574,-122.511625
15JUNE-515101,450005,47.167335,-122.511203
15JUNE-515101,460001,47.167335,-122.511203
15JUNE-515101,460002,47.166654,-122.510005
15JUNE-515101,460003,47.166434,-122.509655
15JUNE-515101,460004,47.166384,-122.509565
15JUNE-515101,460005,47.166304,-122.509435
15JUNE-515101,460006,47.166114,-122.509155
15JUNE-515101,460007,47.165824,-122.508725
15JUNE-515101,460008,47.165634,-122.508465
15JUNE-515101,460009,47.165354,-122.508105
15JUNE-515101,460010,47.165294,-122.508255
15JUNE-515101,460011,47.165244,-122.508435
15JUNE-515101,460012,47.165204,-122.508735
15JUNE-515101,460013,47.165193,-122.508931
15JUNE-515101,470001,47.165193,-122.508931
15JUNE-515101,470002,47.165174,-122.509265
15JUNE-515101,470003,47.165154,-122.509575
15JUNE-515101,470004,47.165124,-122.510235
15JUNE-515101,470005,47.165084,-122.510895
15JUNE-515101,470006,47.165064,-122.511135
15JUNE-515101,470007,47.165044,-122.511355
15JUNE-515101,470008,47.165034,-122.511575
15JUNE-515101,470009,47.165024,-122.511775
15JUNE-515101,470010,47.165024,-122.512025
15JUNE-515101,470011,47.165024,-122.512275
15JUNE-515101,470012,47.165024,-122.512485
15JUNE-515101,470013,47.165024,-122.512685
15JUNE-515101,470014,47.165024,-122.512925
15JUNE-515101,470015,47.164994,-122.513125
15JUNE-515101,470016,47.164934,-122.513275
15JUNE-515101,470017,47.165142,-122.513476
15JUNE-515101,470018,47.165228,-122.513393
15JUNE-515101,470019,47.165336,-122.513246
15JUNE-515101,470020,47.165441,-122.512983
15JUNE-515101,470021,47.165504,-122.512754
15JUNE-515101,470022,47.165538,-122.512613
15JUNE-515101,470023,47.165526,-122.512510
15JUNE-515101,470024,47.165518,-122.512423
15JUNE-51595,10001,47.271055,-122.488759
15JUNE-51595,10002,47.271054,-122.488865
15JUNE-51595,10003,47.271994,-122.488875
15JUNE-51595,10004,47.272891,-122.488866
15JUNE-51595,20001,47.272891,-122.488866
15JUNE-51595,20002,47.272984,-122.488865
15JUNE-51595,20003,47.273084,-122.488865
15JUNE-51595,20004,47.273914,-122.488845
15JUNE-51595,20005,47.274762,-122.488836
15JUNE-51595,30001,47.274762,-122.488836
15JUNE-51595,30002,47.274824,-122.488835
15JUNE-51595,30003,47.274804,-122.485595
15JUNE-51595,30004,47.274804,-122.485374
15JUNE-51595,40001,47.274804,-122.485374
15JUNE-51595,40002,47.274804,-122.485075
15JUNE-51595,40003,47.274794,-122.484725
15JUNE-51595,40004,47.274784,-122.484545
15JUNE-51595,40005,47.274754,-122.484215
15JUNE-51595,40006,47.274574,-122.484215
15JUNE-51595,40007,47.273834,-122.484205
15JUNE-51595,40008,47.272954,-122.484205
15JUNE-51595,40009,47.272814,-122.484205
15JUNE-51595,40010,47.271994,-122.484195
15JUNE-51595,40011,47.271064,-122.484185
15JUNE-51595,40012,47.270124,-122.484155
15JUNE-51595,40013,47.269245,-122.484165
15JUNE-51595,50001,47.269245,-122.484165
15JUNE-51595,50002,47.269184,-122.484165
15JUNE-51595,50003,47.268274,-122.484185
15JUNE-51595,50004,47.267411,-122.484185
15JUNE-51595,60001,47.267411,-122.484185
15JUNE-51595,60002,47.267364,-122.484185
15JUNE-51595,60003,47.266404,-122.484185
15JUNE-51595,60004,47.265484,-122.484175
15JUNE-51595,60005,47.265268,-122.484175
15JUNE-51595,70001,47.265268,-122.484175
15JUNE-51595,70002,47.264574,-122.484175
15JUNE-51595,70003,47.264384,-122.484175
15JUNE-51595,70004,47.264124,-122.484175
15JUNE-51595,70005,47.263764,-122.484175
15JUNE-51595,70006,47.263644,-122.484175
15JUNE-51595,70007,47.263534,-122.484175
15JUNE-51595,70008,47.263234,-122.484175
15JUNE-51595,70009,47.263074,-122.484175
15JUNE-51595,70010,47.262868,-122.484166
15JUNE-51595,80001,47.262868,-122.484166
15JUNE-51595,80002,47.262844,-122.484165
15JUNE-51595,80003,47.262724,-122.484165
15JUNE-51595,80004,47.261784,-122.484185
15JUNE-51595,80005,47.260844,-122.484165
15JUNE-51595,80006,47.259924,-122.484155
15JUNE-51595,80007,47.259748,-122.484155
15JUNE-51595,90001,47.259748,-122.484155
15JUNE-51595,90002,47.259564,-122.484155
15JUNE-51595,90003,47.259314,-122.484135
15JUNE-51595,90004,47.259204,-122.484125
15JUNE-51595,90005,47.259084,-122.484105
15JUNE-51595,90006,47.258994,-122.484035
15JUNE-51595,90007,47.258874,-122.483985
15JUNE-51595,90008,47.258604,-122.483855
15JUNE-51595,90009,47.258464,-122.483785
15JUNE-51595,90010,47.258304,-122.483725
15JUNE-51595,90011,47.258124,-122.483685
15JUNE-51595,90012,47.258004,-122.483685
15JUNE-51595,90013,47.257570,-122.483685
15JUNE-51595,100001,47.257570,-122.483685
15JUNE-51595,100002,47.257024,-122.483685
15JUNE-51595,100003,47.256154,-122.483655
15JUNE-51595,100004,47.255904,-122.483655
15JUNE-51595,100005,47.255264,-122.483645
15JUNE-51595,100006,47.255010,-122.483654
15JUNE-51595,110001,47.255010,-122.483654
15JUNE-51595,110002,47.254384,-122.483675
15JUNE-51595,110003,47.253494,-122.483695
15JUNE-51595,110004,47.252614,-122.483685
15JUNE-51595,110005,47.251984,-122.483695
15JUNE-51595,110006,47.251899,-122.483695
15JUNE-51595,120001,47.251899,-122.483695
15JUNE-51595,120002,47.251734,-122.483695
15JUNE-51595,120003,47.250844,-122.483675
15JUNE-51595,120004,47.250106,-122.483666
15JUNE-51595,130001,47.250106,-122.483666
15JUNE-51595,130002,47.250024,-122.483665
15JUNE-51595,130003,47.249104,-122.483655
15JUNE-51595,130004,47.248884,-122.483645
15JUNE-51595,130005,47.248244,-122.483635
15JUNE-51595,130006,47.247364,-122.483615
15JUNE-51595,130007,47.247144,-122.483615
15JUNE-51595,130008,47.246984,-122.483615
15JUNE-51595,130009,47.246824,-122.483605
15JUNE-51595,130010,47.246644,-122.483595
15JUNE-51595,130011,47.246444,-122.483565
15JUNE-51595,130012,47.246312,-122.483537
15JUNE-51595,140001,47.246312,-122.483537
15JUNE-51595,140002,47.246304,-122.483535
15JUNE-51595,140003,47.245994,-122.483445
15JUNE-51595,140004,47.245884,-122.483415
15JUNE-51595,140005,47.245654,-122.483325
15JUNE-51595,140006,47.245354,-122.483215
15JUNE-51595,140007,47.245224,-122.483165
15JUNE-51595,140008,47.245086,-122.483123
15JUNE-51595,150001,47.245086,-122.483123
15JUNE-51595,150002,47.244994,-122.483095
15JUNE-51595,150003,47.243794,-122.482905
15JUNE-51595,150004,47.242794,-122.482735
15JUNE-51595,150005,47.242530,-122.482670
15JUNE-51595,160001,47.242530,-122.482670
15JUNE-51595,160002,47.240864,-122.482255
15JUNE-51595,160003,47.240064,-122.482095
15JUNE-51595,160004,47.239923,-122.482075
15JUNE-51595,170001,47.239923,-122.482075
15JUNE-51595,170002,47.239084,-122.481955
15JUNE-51595,170003,47.238154,-122.481885
15JUNE-51595,170004,47.237594,-122.481835
15JUNE-51595,170005,47.237324,-122.481805
15JUNE-51595,170006,47.237216,-122.481795
15JUNE-51595,180001,47.237216,-122.481795
15JUNE-51595,180002,47.236674,-122.481745
15JUNE-51595,180003,47.236444,-122.481735
15JUNE-51595,180004,47.236184,-122.481775
15JUNE-51595,180005,47.236064,-122.481805
15JUNE-51595,180006,47.235944,-122.481845
15JUNE-51595,180007,47.235814,-122.481915
15JUNE-51595,180008,47.235624,-122.482025
15JUNE-51595,180009,47.235494,-122.482105
15JUNE-51595,180010,47.235264,-122.482235
15JUNE-51595,180011,47.234974,-122.482365
15JUNE-51595,180012,47.234794,-122.482435
15JUNE-51595,180013,47.234274,-122.482635
15JUNE-51595,180014,47.233834,-122.482865
15JUNE-51595,180015,47.232904,-122.483335
15JUNE-51595,180016,47.232524,-122.483515
15JUNE-51595,180017,47.232374,-122.483565
15JUNE-51595,180018,47.232184,-122.483615
15JUNE-51595,180019,47.232064,-122.483625
15JUNE-51595,180020,47.231554,-122.483625
15JUNE-51595,180021,47.231244,-122.483635
15JUNE-51595,180022,47.231244,-122.484315
15JUNE-51595,180023,47.231246,-122.484607
15JUNE-51595,190001,47.231246,-122.484607
15JUNE-51595,190002,47.231254,-122.486055
15JUNE-51595,190003,47.231254,-122.486745
15JUNE-51595,190004,47.231254,-122.487275
15JUNE-51595,190005,47.231254,-122.487533
15JUNE-51595,200001,47.231254,-122.487533
15JUNE-51595,200002,47.231254,-122.488475
15JUNE-51595,200003,47.231254,-122.489685
15JUNE-51595,200004,47.231254,-122.489995
15JUNE-51595,200005,47.231261,-122.490651
15JUNE-51595,210001,47.231261,-122.490651
15JUNE-51595,210002,47.231264,-122.490875
15JUNE-51595,210003,47.231264,-122.491205
15JUNE-51595,210004,47.231274,-122.491485
15JUNE-51595,210005,47.231284,-122.491675
15JUNE-51595,210006,47.231304,-122.491905
15JUNE-51595,210007,47.231324,-122.492105
15JUNE-51595,210008,47.231394,-122.492505
15JUNE-51595,210009,47.231444,-122.492735
15JUNE-51595,210010,47.231484,-122.492925
15JUNE-51595,210011,47.231594,-122.493305
15JUNE-51595,210012,47.231864,-122.494025
15JUNE-51595,210013,47.231957,-122.494219
15JUNE-51595,220001,47.231957,-122.494219
15JUNE-51595,220002,47.231994,-122.494295
15JUNE-51595,220003,47.232114,-122.494535
15JUNE-51595,220004,47.232244,-122.494765
15JUNE-51595,220005,47.232394,-122.495015
15JUNE-51595,220006,47.232534,-122.495195
15JUNE-51595,220007,47.232634,-122.495315
15JUNE-51595,220008,47.232954,-122.495645
15JUNE-51595,220009,47.233314,-122.496045
15JUNE-51595,220010,47.233704,-122.496475
15JUNE-51595,220011,47.233834,-122.496645
15JUNE-51595,220012,47.233895,-122.496728
15JUNE-51595,230001,47.233895,-122.496728
15JUNE-51595,230002,47.233944,-122.496795
15JUNE-51595,230003,47.234054,-122.496975
15JUNE-51595,230004,47.234174,-122.497235
15JUNE-51595,230005,47.234284,-122.497555
15JUNE-51595,230006,47.234344,-122.497825
15JUNE-51595,230007,47.234374,-122.498045
15JUNE-51595,230008,47.234394,-122.498275
15JUNE-51595,230009,47.234394,-122.499925
15JUNE-51595,230010,47.234414,-122.500895
15JUNE-51595,230011,47.234421,-122.501270
15JUNE-51595,240001,47.234421,-122.501270
15JUNE-51595,240002,47.234424,-122.501455
15JUNE-51595,240003,47.234454,-122.503845
15JUNE-51595,240004,47.233244,-122.503855
15JUNE-51595,240005,47.233244,-122.505085
15JUNE-51595,240006,47.232774,-122.505085
15JUNE-51595,240007,47.232268,-122.505098
15JUNE-51595,250001,47.232268,-122.505098
15JUNE-51595,250002,47.231994,-122.505105
15JUNE-51595,250003,47.230184,-122.505155
15JUNE-51595,250004,47.229864,-122.505165
15JUNE-51595,250005,47.229504,-122.505155
15JUNE-51595,250006,47.228071,-122.505163
15JUNE-51595,260001,47.228071,-122.505163
15JUNE-51595,260002,47.227594,-122.505165
15JUNE-51595,260003,47.226154,-122.505165
15JUNE-51595,260004,47.225404,-122.505175
15JUNE-51595,260005,47.222234,-122.505175
15JUNE-51595,260006,47.221084,-122.505185
15JUNE-51595,260007,47.220705,-122.505185
15JUNE-51595,270001,47.220705,-122.505185
15JUNE-51595,270002,47.220564,-122.505185
15JUNE-51595,270003,47.219014,-122.505235
15JUNE-51595,270004,47.218801,-122.505234
15JUNE-51595,280001,47.218801,-122.505234
15JUNE-51595,280002,47.217394,-122.505225
15JUNE-51595,280003,47.216274,-122.505238
15JUNE-51595,290001,47.216274,-122.505238
15JUNE-51595,290002,47.215684,-122.505245
15JUNE-51595,290003,47.215034,-122.505275
15JUNE-51595,290004,47.213774,-122.505275
15JUNE-51595,290005,47.213477,-122.505274
15JUNE-51595,300001,47.213477,-122.505274
15JUNE-51595,300002,47.212274,-122.505265
15JUNE-51595,300003,47.211524,-122.505275
15JUNE-51595,300004,47.211264,-122.505265
15JUNE-51595,300005,47.211114,-122.505262
15JUNE-51595,310001,47.211114,-122.505262
15JUNE-51595,310002,47.210824,-122.505255
15JUNE-51595,310003,47.210414,-122.505255
15JUNE-51595,310004,47.209774,-122.505265
15JUNE-51595,310005,47.209434,-122.505265
15JUNE-51595,310006,47.209354,-122.505265
15JUNE-51595,310007,47.208944,-122.505275
15JUNE-51595,310008,47.208098,-122.505275
15JUNE-51595,320001,47.208098,-122.505275
15JUNE-51595,320002,47.207984,-122.505275
15JUNE-51595,320003,47.207674,-122.505265
15JUNE-51595,320004,47.207374,-122.505265
15JUNE-51595,320005,47.207124,-122.505285
15JUNE-51595,320006,47.206924,-122.505305
15JUNE-51595,320007,47.206774,-122.505325
15JUNE-51595,320008,47.206664,-122.505355
15JUNE-51595,320009,47.206534,-122.505385
15JUNE-51595,320010,47.206414,-122.505405
15JUNE-51595,320011,47.206264,-122.505445
15JUNE-51595,320012,47.206144,-122.505495
15JUNE-51595,320013,47.206054,-122.505535
15JUNE-51595,320014,47.205864,-122.505630
15JUNE-51595,330001,47.205864,-122.505630
15JUNE-51595,330002,47.205774,-122.505675
15JUNE-51595,330003,47.205384,-122.505945
15JUNE-51595,330004,47.205224,-122.506065
15JUNE-51595,330005,47.205024,-122.506245
15JUNE-51595,330006,47.204794,-122.506475
15JUNE-51595,330007,47.204524,-122.506765
15JUNE-51595,330008,47.204354,-122.506945
15JUNE-51595,330009,47.203964,-122.507335
15JUNE-51595,330010,47.203674,-122.507645
15JUNE-51595,330011,47.203504,-122.507805
15JUNE-51595,330012,47.203364,-122.507935
15JUNE-51595,330013,47.203124,-122.508115
15JUNE-51595,330014,47.202864,-122.508275
15JUNE-51595,330015,47.202674,-122.508395
15JUNE-51595,330016,47.202224,-122.508555
15JUNE-51595,330017,47.201970,-122.508610
15JUNE-51595,340001,47.201970,-122.508610
15JUNE-51595,340002,47.201854,-122.508635
15JUNE-51595,340003,47.201564,-122.508665
15JUNE-51595,340004,47.201334,-122.508665
15JUNE-51595,340005,47.201094,-122.508655
15JUNE-51595,340006,47.200414,-122.508685
15JUNE-51595,340007,47.199844,-122.508685
15JUNE-51595,340008,47.199274,-122.508695
15JUNE-51595,340009,47.199164,-122.508685
15JUNE-51595,340010,47.199007,-122.508688
15JUNE-51595,350001,47.199007,-122.508688
15JUNE-51595,350002,47.198234,-122.508705
15JUNE-51595,350003,47.197612,-122.508697
15JUNE-51595,360001,47.197612,-122.508697
15JUNE-51595,360002,47.197524,-122.508695
15JUNE-51595,360003,47.196134,-122.508695
15JUNE-51595,360004,47.194354,-122.508695
15JUNE-51595,360005,47.193954,-122.508695
15JUNE-51595,360006,47.193544,-122.508705
15JUNE-51595,360007,47.192054,-122.508805
15JUNE-51595,360008,47.191884,-122.508805
15JUNE-51595,360009,47.191754,-122.508807
15JUNE-51595,370001,47.191754,-122.508807
15JUNE-51595,370002,47.190584,-122.508825
15JUNE-51595,370003,47.190594,-122.509485
15JUNE-51595,370004,47.190594,-122.509675
15JUNE-51595,370005,47.190594,-122.510365
15JUNE-51595,370006,47.190574,-122.510635
15JUNE-51595,370007,47.190544,-122.510825
15JUNE-51595,370008,47.190504,-122.510995
15JUNE-51595,370009,47.190434,-122.511205
15JUNE-51595,370010,47.190374,-122.511335
15JUNE-51595,370011,47.190324,-122.511435
15JUNE-51595,370012,47.190204,-122.511655
15JUNE-51595,370013,47.189924,-122.512005
15JUNE-51595,370014,47.189474,-122.512575
15JUNE-51595,370015,47.189364,-122.512705
15JUNE-51595,370016,47.189084,-122.513155
15JUNE-51595,370017,47.188924,-122.513445
15JUNE-51595,370018,47.188754,-122.513755
15JUNE-51595,370019,47.188704,-122.513846
15JUNE-51595,380001,47.188704,-122.513846
15JUNE-51595,380002,47.188034,-122.515055
15JUNE-51595,380003,47.187754,-122.515555
15JUNE-51595,380004,47.187414,-122.516175
15JUNE-51595,380005,47.187334,-122.516315
15JUNE-51595,380006,47.187134,-122.516665
15JUNE-51595,380007,47.186944,-122.516995
15JUNE-51595,380008,47.186844,-122.517185
15JUNE-51595,380009,47.186744,-122.517415
15JUNE-51595,380010,47.186654,-122.517635
15JUNE-51595,380011,47.186584,-122.517845
15JUNE-51595,380012,47.186524,-122.518035
15JUNE-51595,380013,47.186484,-122.518185
15JUNE-51595,380014,47.186434,-122.518345
15JUNE-51595,380015,47.186174,-122.518330
15JUNE-51595,390001,47.186174,-122.518330
15JUNE-51595,390002,47.185614,-122.518295
15JUNE-51595,390003,47.185094,-122.518285
15JUNE-51595,390004,47.184824,-122.518295
15JUNE-51595,390005,47.184534,-122.518295
15JUNE-51595,390006,47.183994,-122.518275
15JUNE-51595,390007,47.183094,-122.518245
15JUNE-51595,390008,47.182569,-122.518223
15JUNE-51595,400001,47.182569,-122.518223
15JUNE-51595,400002,47.181904,-122.518195
15JUNE-51595,400003,47.181304,-122.518165
15JUNE-51595,400004,47.181154,-122.518165
15JUNE-51595,400005,47.180384,-122.518135
15JUNE-51595,400006,47.180054,-122.518125
15JUNE-51595,400007,47.179484,-122.518105
15JUNE-51595,400008,47.179434,-122.518105
15JUNE-51595,400009,47.179268,-122.518099
