trip_id,route_id,service_id,trip_headsign,block_id,shape_id
1230,18,2,Outbound,6801,55
479,29,1,Outbound,4407,61
1884,14,1,Outbound,4403,54
1670,5,1,Outbound,6012,1
1632,28,1,Inbound,4201,14
1255,35,2,Outbound,1012,20
206,16,1,Outbound,6605,43
1966,17,1,Outbound,6701,41
1961,15,3,Inbound,6402,58
284,7,2,Inbound,4101,0
606,11,1,Outbound,9404,2
82,7,1,Inbound,4101,0
290,7,2,Inbound,4101,0
2267,35,1,Outbound,1012,5
1152,16,2,Inbound,6604,19
1771,10,3,Outbound,6003,29
1026,14,1,Outbound,4406,54
1173,16,3,Inbound,6602,19
1745,9,1,Inbound,1222,69
1641,8,1,Inbound,4402,34
139,8,1,Inbound,4401,34
1113,16,1,Inbound,6604,19
1212,18,1,Inbound,6802,28
591,23,3,Inbound,9901,27
1873,13,3,Inbound,4404,22
440,14,3,Outbound,4402,48
2378,14,2,Inbound,4405,75
1499,2,1,Inbound,6602,42
555,16,2,Outbound,6605,15
1624,28,1,Outbound,4221,13
1068,14,3,Inbound,4403,75
846,7,3,Outbound,4102,4
1188,18,1,Outbound,6802,16
368,8,2,Inbound,6201,34
871,29,1,Inbound,4407,57
1309,35,2,Inbound,1011,77
931,10,1,Inbound,6804,7
2277,11,2,Outbound,6602,2
1263,35,2,Outbound,1012,20
1554,2,3,Inbound,6401,42
1867,13,3,Outbound,4403,44
271,7,2,Outbound,4102,4
11,2,1,Outbound,6601,33
86,7,1,Inbound,4101,0
2305,11,2,Inbound,6602,3
936,10,1,Inbound,6802,7
390,8,3,Inbound,4403,34
124,8,1,Outbound,4403,9
2404,39,1,Outbound,9917,40
1979,17,1,Inbound,6701,12
2176,35,1,Inbound,1011,8
487,29,1,Inbound,6201,57
470,29,1,Outbound,6204,61
595,11,1,Outbound,9405,2
170,11,1,Inbound,9404,3
1895,14,1,Inbound,4404,70
2282,11,2,Outbound,6602,2
1461,1,3,Inbound,1201,51
2112,36,3,Outbound,4131,79
2190,35,1,Inbound,1011,8
2323,11,2,Inbound,6605,3
249,2,3,Outbound,1201,33
967,13,1,Outbound,6202,72
538,16,1,Outbound,6605,43
1316,35,2,Inbound,1012,77
1313,35,2,Inbound,1011,77
1694,5,1,Inbound,6002,23
1344,35,2,Inbound,1012,77
275,7,2,Outbound,4102,4
2392,18,3,Inbound,6802,28
352,8,2,Outbound,4401,9
1080,15,1,Outbound,6402,53
389,8,3,Inbound,4402,34
2057,20,2,Outbound,9401,37
566,16,2,Outbound,6601,15
2205,35,1,Inbound,1012,8
2200,35,1,Inbound,1011,8
2066,20,2,Inbound,9401,10
1109,16,1,Inbound,6605,19
1546,2,2,Inbound,6402,42
286,7,2,Inbound,4101,0
507,12,2,Outbound,6001,21
2343,13,2,Inbound,6201,22
1712,9,1,Outbound,1201,18
612,11,1,Outbound,9402,2
1642,8,2,Outbound,6204,9
1717,9,1,Outbound,1202,18
356,8,2,Outbound,4405,9
1060,14,3,Inbound,4403,75
213,16,1,Outbound,6604,43
1225,18,1,Inbound,6804,28
1675,5,1,Outbound,6002,1
1544,2,2,Inbound,6403,42
1750,9,2,Outbound,1202,18
2073,20,3,Outbound,9401,37
146,8,1,Inbound,6201,34
1490,2,1,Inbound,4102,42
1630,28,1,Inbound,4201,14
365,8,2,Inbound,4404,34
1447,1,2,Inbound,1202,51
869,29,1,Inbound,4403,57
397,8,3,Inbound,4402,34
118,8,1,Outbound,4401,9
2197,35,1,Inbound,1012,8
915,10,1,Outbound,6802,29
1014,13,2,Inbound,4404,22
2265,35,1,Outbound,1012,5
1822,12,1,Inbound,6001,46
1875,13,3,Inbound,4402,22
1413,1,1,Inbound,1201,73
711,33,3,Inbound,6604,81
1621,28,1,Outbound,4221,13
2310,11,2,Inbound,6602,3
1659,5,2,Inbound,6003,23
1396,1,1,Outbound,1202,35
125,8,1,Inbound,4403,34
1267,35,2,Outbound,1012,20
1166,16,3,Inbound,6603,19
1214,18,1,Inbound,6801,28
1648,5,2,Outbound,6001,1
505,12,2,Outbound,6002,21
164,11,1,Inbound,9405,3
1700,5,1,Inbound,6002,23
1122,16,1,Inbound,6603,19
2083,20,3,Inbound,9401,10
721,33,3,Inbound,6602,81
150,8,1,Inbound,4401,34
524,12,2,Inbound,6003,25
1888,14,1,Inbound,4405,70
1425,1,1,Inbound,1202,73
1683,5,1,Outbound,6002,1
1947,15,3,Outbound,6401,53
2257,35,1,Outbound,1012,5
1030,14,1,Outbound,6203,54
1791,10,3,Inbound,6002,7
2285,11,2,Outbound,6605,2
1458,1,3,Inbound,1201,51
87,7,1,Inbound,4102,0
493,10,2,Inbound,6003,7
1575,5,3,Inbound,6001,23
2084,23,3,Outbound,9901,56
860,29,1,Outbound,6204,61
1102,16,1,Inbound,6603,19
461,2,2,Outbound,1202,33
1275,35,2,Outbound,1012,20
1795,12,1,Outbound,6012,52
2233,35,1,Outbound,1012,5
2020,20,1,Outbound,9402,67
216,16,1,Outbound,6605,43
1150,16,2,Inbound,6602,19
72,7,1,Inbound,4103,0
2130,11,1,Inbound,9402,3
2417,39,1,Inbound,9925,45
204,16,1,Outbound,6601,43
1165,16,3,Inbound,6602,19
1304,35,2,Inbound,1012,77
1269,35,2,Outbound,1012,20
329,7,3,Inbound,4101,0
193,14,1,Outbound,4405,54
2317,11,2,Inbound,6604,3
1968,17,1,Outbound,6701,41
563,16,2,Outbound,6603,15
1963,15,3,Inbound,6401,68
1871,13,3,Inbound,4402,22
1171,16,3,Inbound,6604,19
433,14,2,Outbound,6202,48
2312,11,2,Inbound,6604,3
1302,35,2,Inbound,1012,77
2391,18,3,Inbound,6801,28
1186,16,3,Inbound,6603,19
996,13,1,Inbound,4401,63
1768,9,2,Inbound,1202,17
917,10,1,Outbound,6803,29
1328,35,2,Inbound,1012,77
1596,7,1,Inbound,4102,0
2377,14,2,Inbound,6204,75
1623,28,1,Outbound,4221,13
1776,10,3,Outbound,6002,29
76,7,1,Inbound,4103,0
547,16,2,Outbound,6602,15
1185,16,3,Inbound,6602,19
866,29,1,Inbound,6201,57
1326,35,2,Inbound,1012,77
1973,17,1,Outbound,6701,41
141,8,1,Inbound,4403,34
1208,18,1,Inbound,6801,28
2217,35,1,Inbound,1012,8
1724,9,1,Outbound,1211,18
2092,23,2,Outbound,9901,56
367,8,2,Inbound,4403,34
2074,20,3,Outbound,9401,37
1722,9,1,Outbound,1201,18
1900,14,1,Inbound,6202,70
1927,15,2,Inbound,6401,58
1078,15,1,Outbound,6402,53
1128,16,1,Inbound,6604,19
177,11,1,Inbound,9404,3
845,2,3,Outbound,1201,33
1519,2,1,Inbound,6602,42
2308,11,2,Inbound,6605,3
1076,15,1,Outbound,6402,53
1412,1,1,Inbound,1212,73
1537,2,1,Inbound,6603,42
530,16,1,Outbound,6604,43
1956,15,3,Inbound,6403,58
2077,20,3,Outbound,9401,37
1334,35,2,Inbound,1012,77
1944,15,3,Outbound,6401,53
1991,17,2,Outbound,6701,11
1393,1,1,Outbound,1201,35
2209,35,1,Inbound,1012,8
375,8,2,Inbound,6201,34
88,7,1,Inbound,4101,0
1440,1,2,Inbound,1201,51
1553,2,3,Inbound,6403,42
2301,11,2,Outbound,6604,2
2318,11,2,Inbound,6605,3
945,10,1,Inbound,6804,7
2405,39,1,Outbound,9915,40
2159,18,3,Outbound,6801,55
1870,13,3,Outbound,4402,44
1287,35,2,Outbound,1012,20
1282,35,2,Outbound,1011,20
1226,18,1,Inbound,6803,64
879,8,2,Outbound,4405,9
1843,12,3,Inbound,6001,25
185,13,1,Outbound,4404,72
2346,13,2,Inbound,6204,22
867,29,1,Inbound,6203,57
2408,39,1,Outbound,9927,60
1592,7,1,Outbound,4121,4
618,11,1,Outbound,9405,2
1141,16,2,Inbound,6603,19
1175,16,3,Inbound,6604,19
1836,12,3,Outbound,6002,21
1957,15,3,Inbound,6401,58
2389,18,3,Inbound,6801,28
49,7,1,Outbound,4102,4
2015,18,2,Outbound,6802,55
1494,2,1,Inbound,4104,42
1033,14,1,Inbound,4405,70
332,7,3,Inbound,4102,0
1339,35,2,Inbound,1011,77
263,7,2,Outbound,4102,4
92,7,1,Inbound,4101,0
1827,12,1,Inbound,6022,46
1273,35,2,Outbound,1012,20
1453,1,3,Inbound,1201,51
1800,12,1,Outbound,6001,21
1488,2,1,Inbound,4101,42
1655,5,2,Outbound,6002,1
1532,2,1,Inbound,4103,42
2109,36,2,Inbound,4131,78
1211,18,1,Inbound,6801,28
571,16,3,Outbound,6601,15
1069,15,1,Outbound,6401,53
712,33,3,Inbound,6601,81
1988,17,1,Inbound,6701,12
19,2,1,Outbound,6604,33
914,10,1,Outbound,6804,29
2144,29,2,Outbound,4301,61
1295,35,2,Outbound,1012,20
1824,12,1,Inbound,6002,46
1627,28,1,Inbound,4211,14
2103,36,1,Outbound,4131,79
2019,20,1,Outbound,9401,67
1710,9,1,Outbound,1201,18
53,7,1,Outbound,4102,4
2122,16,3,Inbound,6601,83
1757,9,2,Inbound,1201,17
1418,1,1,Inbound,1211,73
1200,18,1,Outbound,6802,16
1573,5,3,Outbound,6002,1
1502,2,1,Inbound,4104,42
2145,29,2,Outbound,4301,61
2186,35,1,Inbound,1011,8
40,7,1,Outbound,4101,4
1566,5,3,Outbound,6001,1
1469,2,1,Outbound,4103,33
442,14,3,Outbound,4404,48
2338,13,2,Outbound,6201,44
1881,13,3,Inbound,4404,22
1250,23,3,Inbound,9901,27
1841,12,3,Inbound,6002,25
2163,18,3,Outbound,6801,55
137,8,1,Inbound,6203,34
1932,15,2,Inbound,6403,58
1395,1,1,Outbound,1201,35
1967,17,1,Outbound,6701,41
688,33,3,Outbound,6602,24
90,7,1,Inbound,4101,0
325,7,3,Outbound,4102,4
848,7,3,Outbound,4102,4
1384,37,1,Inbound,9902,36
1104,16,1,Inbound,6605,19
583,16,3,Outbound,6601,15
1358,23,2,Inbound,9902,27
468,29,1,Outbound,4407,61
1133,16,1,Inbound,6601,62
2139,29,2,Outbound,4301,61
2388,18,3,Inbound,6802,28
2307,11,2,Inbound,6604,3
180,11,1,Inbound,9403,3
1338,35,2,Inbound,1012,77
1772,10,3,Outbound,6001,29
2009,17,2,Inbound,6701,12
152,8,1,Inbound,4403,34
1043,14,2,Inbound,4405,75
1505,2,1,Inbound,6605,42
2395,23,3,Inbound,9902,27
1568,5,3,Outbound,6003,1
176,11,1,Inbound,9402,3
521,12,2,Inbound,6003,25
372,8,2,Inbound,4404,34
1415,1,1,Inbound,1202,73
1170,16,3,Inbound,6603,19
1801,12,1,Outbound,6002,21
1977,17,1,Inbound,6701,12
94,7,1,Inbound,4101,0
690,33,3,Outbound,6604,24
512,12,2,Outbound,6003,21
1541,2,2,Inbound,6403,42
1445,1,2,Inbound,1202,51
2178,35,1,Inbound,1011,8
2117,36,3,Inbound,4131,78
2006,17,2,Inbound,6701,12
1742,9,1,Inbound,1211,69
14,2,1,Outbound,6604,33
593,23,3,Inbound,9901,27
1479,2,1,Outbound,4101,33
420,13,2,Outbound,6201,44
1195,18,1,Outbound,6803,16
946,10,1,Inbound,6801,7
2349,13,2,Inbound,4402,22
2348,13,2,Inbound,4401,22
2043,20,1,Inbound,9401,10
100,8,1,Outbound,4405,9
267,7,2,Outbound,4102,4
1403,1,1,Outbound,1201,35
710,33,3,Inbound,6603,81
2170,23,3,Outbound,9902,56
1249,18,2,Inbound,6802,28
95,8,1,Outbound,4405,9
2003,17,2,Inbound,6701,12
1775,10,3,Outbound,6001,29
2248,35,1,Outbound,1011,5
2296,11,2,Outbound,6601,2
2212,35,1,Inbound,1011,8
1741,9,1,Inbound,1212,69
1293,35,2,Outbound,1012,20
1483,2,1,Outbound,4101,33
477,29,1,Outbound,4403,61
924,10,1,Outbound,6822,29
1574,5,3,Inbound,6003,23
1333,35,2,Inbound,1011,77
523,12,2,Inbound,6002,25
1095,15,2,Outbound,6402,53
2076,20,3,Outbound,9401,37
873,29,1,Inbound,6204,57
1070,15,1,Outbound,6402,53
2171,23,3,Outbound,9902,56
1239,18,2,Inbound,6802,28
282,7,2,Inbound,4101,0
1560,2,3,Inbound,6401,42
2412,39,1,Inbound,9915,45
1823,12,1,Inbound,6022,46
1578,5,3,Inbound,6001,23
432,14,2,Outbound,4404,48
2211,35,1,Inbound,1012,8
2094,23,2,Outbound,9902,56
1125,16,1,Inbound,6601,19
2238,35,1,Outbound,1011,5
2365,14,2,Outbound,4405,48
320,7,3,Outbound,4101,4
476,29,1,Outbound,4401,61
1709,5,1,Inbound,6021,23
2149,29,2,Inbound,4301,57
598,11,1,Outbound,9403,2
2141,29,2,Outbound,4301,61
454,2,2,Outbound,1201,33
926,10,1,Outbound,6821,29
1055,14,2,Inbound,6201,75
911,10,1,Outbound,6803,29
527,12,2,Inbound,6003,25
1978,17,1,Inbound,6701,12
1755,9,2,Outbound,1201,18
501,10,2,Inbound,6002,7
533,16,1,Outbound,6605,43
1139,16,2,Inbound,6601,19
2010,17,2,Inbound,6701,12
45,7,1,Outbound,4102,4
1814,12,1,Inbound,6002,46
615,11,1,Outbound,9401,2
161,11,1,Inbound,9405,3
214,16,1,Outbound,6601,43
2081,20,3,Inbound,9401,10
2187,35,1,Inbound,1012,8
1397,1,1,Outbound,1201,35
2085,23,3,Outbound,9901,56
1373,21,1,Outbound,9923,30
494,10,2,Inbound,6001,7
536,16,1,Outbound,6601,43
2230,35,1,Outbound,1011,5
2107,36,2,Outbound,4131,79
2361,14,2,Outbound,6201,48
12,2,1,Outbound,6602,33
1996,17,2,Outbound,6701,11
133,8,1,Inbound,4406,34
1595,7,1,Inbound,4102,0
1577,5,3,Inbound,6003,23
1614,28,1,Outbound,4211,13
123,8,1,Outbound,4401,9
2067,20,2,Inbound,9402,10
136,8,1,Inbound,6202,34
246,2,3,Outbound,1201,33
1148,16,2,Inbound,6605,19
2068,20,2,Inbound,9402,10
109,8,1,Outbound,4403,9
1495,2,1,Inbound,6605,42
1620,28,1,Outbound,4221,13
2356,14,2,Outbound,4405,48
341,7,3,Inbound,4101,0
923,10,1,Outbound,6803,29
2418,39,1,Inbound,9926,45
564,16,2,Outbound,6604,15
1740,9,1,Inbound,1201,69
327,7,3,Outbound,4102,4
1305,35,2,Inbound,1011,77
2031,20,1,Outbound,9403,67
83,7,1,Inbound,4102,0
2413,39,1,Inbound,9916,45
2132,11,1,Inbound,9403,3
1514,2,1,Inbound,4102,42
312,7,3,Outbound,4101,4
1432,1,1,Inbound,1202,85
1826,12,1,Inbound,6001,46
1565,5,3,Outbound,6003,1
508,12,2,Outbound,6002,21
15,2,1,Outbound,6605,33
483,29,1,Inbound,6204,57
2341,13,2,Outbound,6204,44
449,2,1,Outbound,6604,33
1292,35,2,Outbound,1011,20
844,1,3,Outbound,6402,35
229,1,2,Outbound,6402,35
1850,12,3,Inbound,6002,25
1489,2,1,Inbound,6602,42
1246,18,2,Inbound,6801,28
2165,18,3,Outbound,6801,55
323,7,3,Outbound,4102,4
210,16,1,Outbound,6603,43
1831,12,3,Outbound,6003,21
1584,5,3,Inbound,6001,23
1916,15,1,Inbound,6402,58
2017,20,1,Outbound,9403,84
1835,12,3,Outbound,6001,21
239,1,3,Outbound,6401,35
2421,39,1,Inbound,9926,45
696,33,3,Outbound,6602,24
577,16,3,Outbound,6603,15
376,8,2,Inbound,6203,34
5,2,1,Outbound,6605,33
1072,15,1,Outbound,6402,53
1431,1,1,Inbound,1201,73
1297,35,2,Outbound,1012,20
902,8,3,Outbound,4401,9
2416,39,1,Inbound,9916,45
1633,28,1,Inbound,4201,14
1992,17,2,Outbound,6701,11
600,11,1,Outbound,9405,2
998,13,1,Inbound,4403,63
1457,1,3,Inbound,1201,51
885,8,2,Outbound,4403,9
1588,7,1,Outbound,4102,4
925,10,1,Outbound,6801,29
1028,14,1,Outbound,6201,54
2041,20,1,Inbound,9405,10
127,8,1,Inbound,4405,34
1622,28,1,Outbound,4221,13
687,33,3,Outbound,6601,24
1542,2,2,Inbound,6401,42
550,16,2,Outbound,6605,15
1562,5,3,Outbound,6003,1
475,29,1,Outbound,6203,61
2072,20,3,Outbound,9401,38
2415,39,1,Inbound,9915,45
883,8,2,Outbound,6204,9
1126,16,1,Inbound,6602,19
1915,15,1,Inbound,6401,58
950,10,1,Inbound,6803,7
1268,35,2,Outbound,1011,20
2008,17,2,Inbound,6701,12
57,7,1,Outbound,4102,4
399,10,2,Outbound,6001,29
1540,2,2,Inbound,6402,42
1587,7,1,Outbound,4102,4
1994,17,2,Outbound,6701,11
1193,18,1,Outbound,6801,16
378,8,3,Outbound,4402,9
1303,35,2,Inbound,1011,77
1684,5,1,Outbound,6001,1
1163,16,3,Outbound,6601,15
1524,2,1,Inbound,4103,42
1513,2,1,Inbound,6604,42
1920,15,1,Inbound,6402,58
972,13,1,Outbound,4404,72
2351,13,2,Inbound,4404,22
85,7,1,Inbound,4104,0
1155,16,2,Inbound,6602,19
299,7,2,Inbound,4102,0
1204,18,1,Outbound,6804,16
2236,35,1,Outbound,1011,5
1435,1,1,Inbound,6604,85
1907,15,1,Inbound,6411,58
706,33,3,Outbound,6604,24
1608,7,2,Inbound,4102,0
500,10,2,Inbound,6001,7
1954,15,3,Inbound,6401,58
1341,35,2,Inbound,1011,77
1361,37,1,Outbound,9912,86
2329,13,2,Outbound,6201,44
8,2,1,Outbound,6603,33
2198,35,1,Inbound,1011,8
1964,17,1,Outbound,6701,41
1183,16,3,Inbound,6604,19
1189,18,1,Outbound,6803,16
186,13,1,Outbound,4406,72
474,29,1,Outbound,6201,61
1129,16,1,Inbound,6605,19
303,7,2,Inbound,4102,0
1118,16,1,Inbound,6604,19
120,8,1,Outbound,4403,9
1391,38,1,Inbound,9914,49
2011,17,2,Inbound,6701,12
1959,15,3,Inbound,6403,58
1337,35,2,Inbound,1011,77
960,33,3,Inbound,6601,81
1325,35,2,Inbound,1011,77
2422,39,1,Inbound,9927,45
1619,28,1,Outbound,4201,13
66,7,1,Inbound,4101,0
1610,28,1,Outbound,4211,13
1714,9,1,Outbound,1201,18
2281,11,2,Outbound,6601,2
906,10,1,Outbound,6811,29
1023,14,1,Outbound,4403,54
2208,35,1,Inbound,1011,8
1729,9,1,Inbound,1202,69
175,11,1,Inbound,9405,3
2294,11,2,Outbound,6604,2
961,33,3,Inbound,6602,81
1465,2,1,Outbound,4103,33
717,33,3,Inbound,6602,81
2278,11,2,Outbound,6603,2
2360,14,2,Outbound,4404,48
93,7,1,Inbound,4101,0
2300,11,2,Outbound,6605,2
2087,23,3,Outbound,9901,56
723,33,3,Inbound,6604,81
2044,20,1,Inbound,9404,10
579,16,3,Outbound,6601,15
2134,20,1,Outbound,9405,67
103,8,1,Outbound,6201,9
1535,2,1,Inbound,6601,42
2355,13,2,Inbound,6204,22
70,7,1,Inbound,4101,0
2128,11,1,Outbound,9403,2
1110,16,1,Inbound,6601,19
1928,15,2,Inbound,6402,58
1538,2,2,Inbound,6403,42
1114,16,1,Inbound,6605,19
1893,14,1,Inbound,4402,70
1969,17,1,Outbound,6701,41
189,13,1,Outbound,4401,72
1654,5,2,Outbound,6001,1
596,11,1,Outbound,9402,2
122,8,1,Outbound,6204,9
350,8,2,Outbound,4402,9
2268,35,1,Outbound,1011,5
623,23,2,Inbound,9901,27
1021,14,1,Outbound,4401,54
916,10,1,Outbound,6804,29
958,33,3,Outbound,6602,24
1029,14,1,Outbound,6202,54
1242,18,2,Inbound,6801,28
6,2,1,Outbound,6601,33
1132,16,1,Inbound,6601,6
259,7,2,Outbound,4102,4
1512,2,1,Inbound,4101,42
1220,18,1,Inbound,6801,28
2052,20,2,Outbound,9402,37
196,14,1,Outbound,4406,54
912,10,1,Outbound,6804,29
153,8,1,Inbound,4404,34
51,7,1,Outbound,4104,4
423,14,2,Outbound,4405,48
2370,14,2,Inbound,4401,75
384,8,3,Outbound,4404,9
2397,23,3,Inbound,9902,27
980,13,1,Inbound,4402,63
1879,13,3,Inbound,4402,22
438,14,3,Outbound,4404,48
1475,2,1,Outbound,4101,33
520,12,2,Inbound,6002,25
107,8,1,Outbound,4401,9
1811,12,1,Inbound,6012,47
44,7,1,Outbound,4101,4
2342,13,2,Outbound,4405,44
225,1,2,Outbound,6401,35
1363,37,1,Outbound,9901,39
2291,11,2,Outbound,6601,2
2293,11,2,Outbound,6603,2
968,13,1,Outbound,6204,72
1471,2,1,Outbound,4101,33
388,8,3,Inbound,4401,34
1567,5,3,Outbound,6002,1
280,7,2,Outbound,4101,4
1003,13,2,Inbound,4401,22
2314,11,2,Inbound,6601,3
2393,18,3,Inbound,6801,28
106,8,1,Outbound,6204,9
2350,13,2,Inbound,4403,22
1736,9,1,Inbound,1201,69
1142,16,2,Inbound,6604,19
984,13,1,Inbound,6201,63
1089,15,2,Outbound,6402,53
2121,36,2,Outbound,4131,79
1103,16,1,Inbound,6604,19
370,8,2,Inbound,4405,34
2250,35,1,Outbound,1011,5
1890,14,1,Inbound,6203,70
81,7,1,Inbound,4104,0
1908,15,1,Inbound,6401,58
221,1,2,Outbound,6403,35
436,14,2,Outbound,6203,48
565,16,2,Outbound,6605,15
929,10,1,Outbound,6803,29
2359,14,2,Outbound,4403,48
586,16,3,Outbound,6604,15
1786,10,3,Inbound,6003,7
181,11,1,Inbound,9401,3
697,33,3,Outbound,6603,24
255,7,2,Outbound,4102,4
576,16,3,Outbound,6602,15
1664,5,2,Inbound,6002,23
851,7,3,Inbound,4102,0
2018,20,1,Outbound,9404,67
471,29,1,Outbound,4402,61
102,8,1,Outbound,4407,9
2054,20,2,Outbound,9402,37
2101,36,1,Inbound,4131,78
2242,35,1,Outbound,1011,5
1901,14,1,Inbound,6203,70
160,11,1,Inbound,9402,3
2181,35,1,Inbound,1012,8
499,10,2,Inbound,6003,7
71,7,1,Inbound,4102,0
2247,35,1,Outbound,1012,5
1221,18,1,Inbound,6811,28
1402,1,1,Outbound,1202,35
1874,13,3,Inbound,4401,22
2357,14,2,Outbound,4401,48
1400,1,1,Outbound,1202,35
220,7,1,Outbound,4111,4
1602,7,1,Inbound,4121,0
342,7,3,Inbound,4102,0
472,29,1,Outbound,4404,61
553,16,2,Outbound,6603,15
611,11,1,Outbound,9405,2
551,16,2,Outbound,6601,15
2339,13,2,Outbound,6202,44
2160,18,3,Outbound,6802,55
346,7,3,Inbound,4102,0
556,16,2,Outbound,6601,15
1179,16,3,Inbound,6604,19
913,10,1,Outbound,6801,29
2095,23,2,Outbound,9902,56
1972,17,1,Outbound,6701,41
319,7,3,Outbound,4102,4
91,7,1,Inbound,4102,0
1780,10,3,Inbound,6003,7
2326,11,2,Inbound,6603,3
1224,18,1,Inbound,6821,28
1666,5,2,Inbound,6001,23
567,16,2,Outbound,6603,15
572,16,3,Outbound,6602,15
2065,20,2,Inbound,9401,10
1856,13,1,Inbound,6203,63
1036,14,1,Inbound,4406,70
1506,2,1,Inbound,4102,42
1264,35,2,Outbound,1011,20
1485,2,1,Outbound,4103,33
2368,14,2,Outbound,4403,48
2239,35,1,Outbound,1012,5
2118,36,1,Inbound,4131,78
194,14,1,Outbound,4402,54
1299,35,2,Inbound,1011,77
727,33,3,Inbound,6604,81
394,8,3,Inbound,4403,34
1708,5,1,Inbound,6022,23
315,7,3,Outbound,4102,4
857,29,1,Outbound,4405,61
1810,12,1,Inbound,6002,47
1433,1,1,Inbound,6604,85
1849,12,3,Inbound,6001,25
1041,14,1,Inbound,6201,70
1576,5,3,Inbound,6002,23
1657,5,2,Inbound,6001,23
1419,1,1,Inbound,1202,73
1464,2,1,Outbound,4102,33
2164,18,3,Outbound,6802,55
2033,20,1,Inbound,9402,82
