block_seq_num,block_var_num,block_route_num,block_run_num
3889452-1,1,550,19
3889451-1,1,550,18
3889450-1,1,550,17
3889449-1,1,550,16
3889448-1,1,550,15
3889447-1,1,550,14
3889446-1,1,550,13
3889445-1,1,550,12
3889444-1,1,550,11
3889443-1,1,550,9
3889442-1,1,550,10
3889441-1,1,550,8
3889440-1,1,550,7
3889439-1,1,550,6
3889438-1,1,550,5
3889437-1,1,550,4
3889436-1,1,550,3
3889435-1,1,550,1
3889434-1,1,545,37
3889433-1,1,545,36
3889432-1,1,545,35
3889431-1,1,545,34
3889430-1,1,545,33
3889429-1,1,545,32
3889428-1,1,545,31
3889427-1,1,545,30
3889426-1,1,545,29
3889425-1,1,545,28
3889424-1,1,545,26
3889423-1,1,545,27
3889422-1,1,545,25
3889421-1,1,545,24
3889420-1,1,522,10
3889419-1,1,545,23
3889418-1,1,545,22
3889417-1,1,545,21
3889416-1,1,545,20
3889415-1,1,545,19
3889414-1,1,545,18
3889413-1,1,545,17
3889412-1,1,545,16
3889411-1,1,545,15
3889410-1,1,545,14
3889409-1,1,545,13
3889408-1,1,545,12
3889407-1,1,545,11
3889406-1,1,545,10
3889405-1,1,545,9
3889404-1,1,545,8
3889403-1,1,545,7
3889402-1,1,545,6
3889401-1,1,545,5
3889400-1,1,545,4
3889399-1,1,545,2
3889398-1,1,545,3
3889397-1,1,545,1
3889396-1,1,542,17
3889395-1,1,542,16
3889394-1,1,542,15
3889393-1,1,542,14
3889392-1,1,542,13
3889391-1,1,542,12
3889390-1,1,542,11
3889389-1,1,542,10
3889388-1,1,542,9
3889387-1,1,542,8
3889386-1,1,542,7
3889385-1,1,542,6
3889384-1,1,542,5
3889383-1,1,542,4
3889382-1,1,542,3
3889381-1,1,542,2
3889380-1,1,542,1
3889379-1,1,540,7
3889378-1,1,540,6
3889377-1,1,540,5
3889376-1,1,540,4
3889375-1,1,540,3
3889374-1,1,540,2
3889373-1,1,540,1
3889372-1,1,522,18
3889371-1,1,522,17
3889370-1,1,522,16
3889369-1,1,522,15
3889368-1,1,522,14
3889367-1,1,522,13
3889366-1,1,522,12
3889365-1,1,522,11
3889364-1,1,522,9
3889363-1,1,522,8
3889362-1,1,522,7
3889361-1,1,522,6
3889360-1,1,522,5
3889359-1,1,522,4
3889358-1,1,522,3
3889357-1,1,522,2
3889356-1,1,522,1
3889355-1,1,212,15
3889354-1,1,212,12
3889353-1,1,212,5
3889352-1,1,255,29
3889351-2,2,895,2
3889351-1,1,895,2
3889350-1,1,252,3
3889349-1,1,255,19
3889348-1,1,212,6
3889347-1,1,255,16
3889346-1,1,255,18
3889345-1,1,311,13
3889344-1,1,311,15
3889343-1,1,212,11
3889342-1,1,255,23
3889341-1,1,255,27
3889340-1,1,255,25
3889339-1,1,216,3
3889338-1,1,218,7
3889337-1,1,214,13
3889336-1,1,255,4
3889335-1,1,255,21
3889334-1,1,311,10
3889333-1,1,219,8
3889332-1,1,212,13
3889331-1,1,219,7
3889330-1,1,257,3
3889329-1,1,252,4
3889328-1,1,214,5
3889327-1,1,252,8
3889326-1,1,219,5
3889325-1,1,268,1
3889324-1,1,212,4
3889323-1,1,246,10
3889322-1,1,252,2
3889321-1,1,257,2
3889320-1,1,218,5
3889319-1,1,214,14
3889318-1,1,219,4
3889317-1,1,219,1
3889316-1,1,214,10
3889315-1,1,216,1
3889314-1,1,212,14
3889313-1,1,219,3
3889312-1,1,891,2
3889311-1,1,214,2
3889310-1,1,894,2
3889309-1,1,214,3
3889308-1,1,252,6
3889307-2,2,823,2
3889307-1,1,823,2
3889306-1,1,242,11
3889305-1,1,888,2
3889304-1,1,214,9
3889303-1,1,242,10
3889302-1,1,214,4
3889301-1,1,214,6
3889300-1,1,212,10
3889299-1,1,311,4
3889298-1,1,214,8
3889297-1,1,311,6
3889296-1,1,212,9
3889295-1,1,212,2
3889294-1,1,257,1
3889293-1,1,268,3
3889292-1,1,257,4
3889291-1,1,216,8
3889290-1,1,214,12
3889289-1,1,212,7
3889288-1,1,212,8
3889287-1,1,218,2
3889286-1,1,889,2
3889285-1,1,252,5
3889284-1,1,255,13
3889283-1,1,218,6
3889282-1,1,216,6
3889281-1,1,989,2
3889280-1,1,311,2
3889279-1,1,892,2
3889278-1,1,311,5
3889277-1,1,216,7
3889276-2,2,824,2
3889276-1,1,824,2
3889275-1,1,255,6
3889274-1,1,216,5
3889273-1,1,212,3
3889272-1,1,982,1
3889271-1,1,218,4
3889270-1,1,311,9
3889269-1,1,242,12
3889268-2,2,372,4
3889268-1,1,372,4
3889267-2,2,893,2
3889267-1,1,893,2
3889266-1,1,255,15
3889265-1,1,219,2
3889264-1,1,219,6
3889263-1,1,311,7
3889262-1,1,311,8
3889261-1,1,216,2
3889260-1,1,268,2
3889259-1,1,242,13
3889258-1,1,986,2
3889257-1,1,311,11
3889256-1,1,216,4
3889255-1,1,214,7
3889254-1,1,887,2
3889253-1,1,311,3
3889252-1,1,982,2
3889251-1,1,218,3
3889250-1,1,212,1
3889249-1,1,989,1
3889248-2,2,888,1
3889248-1,1,888,1
3889247-2,2,887,1
3889247-1,1,887,1
3889246-2,2,824,1
3889246-1,1,824,1
3889245-2,2,892,1
3889245-1,1,892,1
3889244-1,1,986,1
3889243-1,1,823,1
3889242-1,1,255,26
3889241-1,1,672,12
3889240-1,1,672,14
3889239-1,1,672,16
3889238-1,1,218,1
3889237-1,1,214,1
3889236-1,1,672,1
3889235-1,1,255,10
3889234-1,1,672,2
3889233-1,1,672,3
3889232-1,1,672,6
3889231-1,1,255,9
3889230-1,1,255,12
3889229-1,1,255,5
3889228-1,1,672,7
3889227-1,1,672,13
3889226-1,1,672,15
3889225-1,1,672,8
3889224-1,1,672,4
3889223-1,1,255,7
3889222-1,1,255,17
3889221-1,1,255,2
3889220-1,1,255,1
3889219-1,1,255,11
3889218-1,1,252,1
3889217-1,1,255,22
3889216-1,1,255,24
3889215-1,1,255,14
3889214-1,1,255,8
3889213-1,1,255,3
3889212-1,1,672,7
3889211-1,1,672,1
3889210-1,1,672,6
3889209-1,1,672,5
3889208-1,1,672,4
3889207-1,1,672,3
3889206-1,1,672,2
3889205-1,1,554,5
3889204-1,1,554,6
3889203-1,1,550,4
3889202-1,1,550,1
3889201-1,1,550,7
3889200-1,1,550,5
3889199-1,1,550,6
3889198-1,1,550,3
3889197-1,1,550,2
3889196-1,1,522,1
3889195-1,1,522,7
3889194-1,1,522,6
3889193-1,1,522,5
3889192-1,1,522,4
3889191-1,1,522,3
3889190-1,1,522,2
3889189-1,1,255,1
3889188-1,1,255,6
3889187-1,1,255,5
3889186-1,1,255,4
3889185-1,1,255,3
3889184-1,1,255,2
3889183-1,1,554,1
3889182-1,1,554,4
3889181-1,1,554,3
3889180-1,1,554,2
3889179-1,1,545,1
3889178-1,1,545,6
3889177-1,1,545,5
3889176-1,1,545,4
3889175-1,1,545,3
3889174-1,1,545,2
3889173-1,1,672,7
3889172-1,1,672,6
3889171-1,1,554,6
3889170-1,1,554,5
3889169-1,1,522,1
3889168-1,1,522,7
3889167-1,1,522,6
3889166-1,1,522,5
3889165-1,1,522,4
3889164-1,1,522,3
3889163-1,1,522,2
3889162-1,1,255,8
3889161-1,1,255,7
3889160-1,1,255,6
3889159-1,1,255,5
3889158-1,1,255,4
3889157-1,1,255,3
3889156-1,1,255,2
3889155-1,1,255,1
3889154-1,1,550,6
3889153-1,1,672,5
3889152-1,1,672,4
3889151-1,1,672,3
3889150-1,1,672,2
3889149-1,1,672,1
3889148-1,1,545,1
3889147-1,1,545,6
3889146-1,1,545,5
3889145-1,1,545,4
3889144-1,1,545,3
3889143-1,1,545,2
3889142-1,1,554,2
3889141-1,1,554,3
3889140-1,1,554,4
3889139-1,1,554,1
3889138-1,1,550,7
3889137-1,1,550,5
3889136-1,1,550,4
3889135-1,1,550,2
3889134-1,1,550,3
3889133-1,1,550,1
3889132-1,1,893,1
3889131-1,1,245,11
3889130-1,1,245,10
3889129-1,1,245,9
3889128-1,1,245,8
3889127-1,1,245,7
3889126-1,1,245,6
3889125-1,1,245,5
3889124-1,1,245,4
3889123-1,1,245,3
3889122-1,1,245,2
3889121-1,1,245,1
3889120-1,1,269,12
3889119-1,1,244,7
3889118-1,1,277,4
3889117-1,1,277,6
3889116-1,1,277,5
3889115-1,1,342,1
3889114-1,1,226,3
3889113-1,1,226,4
3889112-1,1,200,2
3889111-1,1,271,20
3889110-1,1,992,1
3889109-1,1,992,2
3889108-1,1,240,6
3889107-1,1,240,7
3889106-1,1,240,8
3889105-1,1,240,5
3889104-1,1,240,4
3889103-1,1,240,2
3889102-1,1,240,3
3889101-1,1,240,1
3889100-1,1,242,3
3889099-1,1,889,1
3889098-1,1,891,1
3889097-1,1,894,1
3889096-1,1,242,2
3889095-1,1,242,1
3889094-1,1,895,1
3889093-1,1,249,1
3889092-1,1,249,7
3889091-1,1,249,6
3889090-1,1,249,5
3889089-1,1,249,4
3889088-1,1,249,2
3889087-1,1,249,3
3889086-1,1,224,1
3889085-1,1,208,1
3889084-1,1,246,2
3889083-1,1,271,2
3889082-1,1,241,2
3889081-1,1,241,3
3889080-1,1,226,2
3889079-1,1,221,5
3889078-1,1,271,8
3889077-1,1,269,6
3889076-1,1,201,1
3889075-1,1,204,2
3889074-1,1,200,1
3889073-1,1,204,1
3889072-2,2,271,19
3889072-1,1,271,19
3889071-1,1,271,17
3889070-1,1,269,2
3889069-1,1,271,18
3889068-1,1,271,12
3889067-1,1,269,10
3889066-1,1,237,1
3889065-1,1,269,9
3889064-1,1,237,5
3889063-1,1,271,15
3889062-1,1,248,1
3889061-1,1,248,3
3889060-1,1,248,2
3889059-1,1,235,7
3889058-1,1,232,4
3889057-1,1,244,6
3889056-1,1,244,5
3889055-1,1,271,14
3889054-1,1,244,4
3889053-1,1,221,3
3889052-1,1,221,2
3889051-1,1,221,1
3889050-1,1,246,1
3889049-1,1,221,4
3889048-1,1,226,1
3889047-1,1,241,1
3889046-2,2,232,5
3889046-1,1,232,5
3889045-2,2,277,3
3889045-1,1,277,3
3889044-1,1,269,11
3889043-1,1,269,8
3889042-1,1,269,5
3889041-1,1,244,3
3889040-1,1,236,9
3889039-1,1,277,2
3889038-1,1,237,2
3889037-1,1,277,1
3889036-1,1,244,2
3889035-1,1,269,7
3889034-2,2,269,4
3889034-1,1,269,4
3889033-1,1,271,9
3889032-1,1,244,1
3889031-1,1,271,16
3889030-1,1,271,7
3889029-1,1,271,6
3889028-2,2,271,5
3889028-1,1,271,5
3889027-1,1,236,10
3889026-1,1,271,3
3889025-1,1,269,1
3889024-1,1,232,1
3889023-1,1,237,3
3889022-1,1,271,23
3889021-1,1,237,4
3889020-1,1,232,8
3889019-1,1,232,7
3889018-1,1,232,6
3889017-1,1,271,21
3889016-1,1,271,25
3889015-1,1,271,26
3889014-2,2,271,28
3889014-1,1,271,28
3889013-2,2,271,24
3889013-1,1,271,24
3889012-1,1,271,29
3889011-1,1,271,27
3889010-1,1,234,2
3889009-2,2,271,11
3889009-1,1,271,11
3889008-1,1,269,3
3889007-2,2,271,22
3889007-1,1,271,22
3889006-1,1,232,3
3889005-1,1,271,10
3889004-2,2,232,2
3889004-1,1,232,2
3889003-1,1,271,4
3889002-1,1,234,1
3889001-1,1,235,5
3889000-1,1,235,3
3888999-1,1,235,2
3888998-1,1,234,3
3888997-1,1,235,6
3888996-1,1,235,4
3888995-1,1,235,1
3888994-1,1,271,13
3888993-1,1,271,1
3888992-1,1,236,6
3888991-1,1,236,1
3888990-1,1,236,5
3888989-1,1,236,3
3888988-1,1,236,4
3888987-1,1,236,8
3888986-1,1,236,2
3888985-1,1,236,7
3888984-1,1,245,2
3888983-1,1,245,3
3888982-1,1,245,4
3888981-1,1,245,5
3888980-1,1,245,1
3888979-1,1,240,1
3888978-1,1,240,3
3888977-1,1,240,2
3888976-1,1,249,1
3888975-1,1,249,3
3888974-1,1,249,2
3888973-1,1,221,5
3888972-1,1,221,4
3888971-1,1,221,2
3888970-1,1,271,1
3888969-1,1,271,7
3888968-1,1,271,6
3888967-1,1,271,5
3888966-1,1,271,4
3888965-1,1,271,3
3888964-1,1,271,2
3888963-1,1,221,3
3888962-1,1,221,1
3888961-1,1,235,2
3888960-1,1,234,1
3888959-1,1,235,1
3888958-1,1,234,2
3888957-1,1,248,4
3888956-1,1,248,3
3888955-1,1,248,1
3888954-1,1,248,2
3888953-1,1,248,6
3888952-1,1,248,5
3888951-1,1,248,7
3816801-1,1,3,21
3816800-1,1,3,20
3816799-1,1,3,19
3816797-1,1,3,17
3816796-1,1,3,16
3816795-1,1,3,15
3816793-1,1,3,13
3816791-1,1,3,11
3816790-1,1,3,10
3816789-1,1,3,9
3816788-1,1,3,8
3816787-1,1,3,7
3816786-1,1,3,6
3816785-1,1,3,5
3816784-1,1,3,4
3816783-1,1,3,3
3816782-1,1,3,2
3816781-1,1,3,1
3816779-1,1,2,15
3816778-1,1,2,2
3816775-1,1,70,10
3816772-1,1,70,7
3816712-1,1,43,6
3816711-1,1,43,14
3816710-1,1,43,10
3816709-1,1,43,3
3816708-1,1,43,21
3816707-1,1,43,20
3816706-1,1,43,15
3816705-1,1,43,7
3816704-1,1,43,4
3816703-1,1,43,2
3816670-1,1,1,13
3816669-1,1,1,12
3816668-1,1,1,11
3816667-1,1,1,10
3816666-1,1,1,9
3816665-1,1,1,8
3816664-1,1,1,7
3816663-1,1,1,6
3816662-1,1,1,5
3816661-1,1,1,4
3816660-1,1,1,3
3816659-1,1,1,2
3816658-1,1,1,1
3816657-1,1,1,14
3816648-1,1,10,9
3816646-1,1,10,6
3816633-1,1,43,24
3816632-1,1,43,17
3816631-1,1,43,11
3816630-1,1,43,22
3816628-1,1,43,16
3816627-1,1,43,8
3816625-1,1,43,18
3816624-1,1,43,1
3816619-1,1,43,19
3816618-1,1,43,12
3816617-1,1,43,13
3816614-1,1,43,5
3816613-1,1,43,9
3816611-1,1,43,23
3807577-1,1,245,11
3807576-1,1,245,10
3807575-1,1,245,9
3807574-1,1,245,8
3807573-1,1,245,7
3807572-1,1,245,6
3807571-1,1,245,5
3807570-1,1,245,4
3807569-1,1,245,3
3807568-1,1,245,2
3807567-1,1,245,1
3807566-1,1,208,1
3807565-1,1,241,5
3807564-1,1,271,2
3807563-1,1,241,4
3807562-1,1,241,6
3807561-1,1,226,1
3807560-1,1,200,2
3807559-1,1,200,1
3807558-1,1,232,9
3807557-1,1,221,5
3807556-1,1,271,8
3807555-1,1,269,6
3807554-1,1,201,1
3807553-1,1,204,3
3807552-1,1,204,2
3807551-1,1,204,1
3807550-1,1,271,19
3807549-1,1,271,17
3807548-1,1,269,2
3807547-1,1,271,18
3807546-1,1,271,12
3807545-1,1,271,20
3807544-1,1,269,10
3807543-1,1,237,1
3807542-1,1,269,9
3807541-1,1,237,5
3807540-1,1,271,15
3807539-1,1,248,1
3807538-1,1,248,3
3807537-1,1,248,2
3807536-1,1,235,7
3807535-1,1,232,4
3807534-1,1,244,7
3807533-1,1,244,6
3807532-1,1,271,14
3807531-1,1,244,4
3807530-1,1,221,3
3807529-1,1,221,2
3807528-1,1,221,1
3807527-1,1,241,3
3807526-1,1,221,4
3807525-1,1,241,1
3807524-1,1,241,2
3807523-1,1,277,4
3807522-1,1,277,3
3807521-1,1,244,5
3807520-1,1,232,8
3807519-1,1,269,11
3807518-1,1,269,8
3807517-1,1,269,5
3807516-1,1,244,3
3807515-1,1,236,9
3807514-1,1,277,2
3807513-1,1,237,2
3807512-1,1,277,1
3807511-1,1,244,2
3807510-1,1,269,7
3807509-2,2,269,4
3807508-1,1,271,9
3807507-1,1,244,1
3807506-1,1,271,16
3807505-1,1,271,7
3807504-1,1,271,6
3807503-2,2,271,5
3807502-1,1,236,10
3807501-1,1,271,3
3807500-1,1,269,1
3807499-1,1,232,1
3807498-1,1,237,3
3807497-1,1,342,1
3807496-1,1,237,4
3807495-1,1,232,6
3807494-1,1,232,7
3807493-1,1,232,5
3807492-1,1,277,5
3807491-1,1,271,21
3807490-1,1,271,24
3807489-1,1,271,26
3807488-2,2,271,27
3807487-1,1,271,29
3807486-1,1,271,23
3807485-1,1,271,28
3807484-1,1,246,2
3807483-1,1,271,25
3807482-1,1,246,1
3807481-1,1,234,2
3807480-1,1,271,11
3807479-1,1,269,3
3807478-1,1,271,22
3807477-1,1,232,3
3807476-1,1,271,10
3807475-2,2,232,2
3807474-1,1,271,4
3807473-1,1,234,1
3807472-1,1,235,5
3807471-1,1,235,3
3807470-1,1,235,2
3807469-1,1,234,3
3807468-1,1,235,6
3807467-1,1,235,4
3807466-1,1,235,1
3807465-1,1,271,13
3807464-1,1,271,1
3807463-1,1,236,6
3807462-1,1,236,1
3807461-1,1,236,5
3807460-1,1,236,3
3807459-1,1,236,4
3807458-1,1,236,8
3807457-1,1,236,2
3807456-1,1,236,7
3807369-1,1,556,6
3807368-1,1,556,5
3807367-1,1,556,4
3807366-1,1,556,3
3807365-1,1,556,2
3807364-1,1,556,1
3807363-1,1,554,13
3807362-1,1,554,12
3807361-1,1,554,11
3807360-1,1,554,10
3807359-1,1,554,9
3807358-1,1,554,8
3807357-1,1,554,7
3807356-1,1,554,6
3807355-1,1,554,5
3807354-1,1,554,4
3807353-1,1,554,3
3807352-1,1,554,2
3807351-1,1,554,1
3807350-1,1,550,31
3807349-1,1,550,30
3807348-1,1,550,29
3807347-1,1,550,28
3807346-1,1,550,27
3807345-1,1,550,26
3807344-1,1,550,24
3807343-1,1,550,25
3807342-1,1,550,23
3807341-1,1,550,22
3807340-1,1,550,21
3807339-1,1,550,20
3807338-1,1,550,19
3807336-1,1,550,17
3807335-1,1,550,16
3807334-1,1,550,15
3807333-1,1,550,14
3807332-1,1,550,13
3807331-1,1,550,12
3807330-1,1,550,11
3807329-1,1,550,10
3807328-1,1,550,8
3807327-1,1,550,9
3807326-1,1,550,7
3807325-1,1,550,6
3807324-1,1,550,5
3807323-1,1,550,4
3807322-1,1,550,3
3807321-1,1,550,2
3807320-1,1,550,1
3807319-1,1,545,38
3807318-1,1,545,37
3807317-1,1,545,36
3807316-1,1,545,35
3807315-1,1,545,34
3807314-1,1,545,33
3807313-1,1,545,32
3807312-1,1,545,31
3807311-1,1,545,30
3807310-1,1,545,29
3807309-1,1,545,28
3807308-1,1,545,27
3807307-1,1,545,26
3807306-1,1,545,25
3807305-1,1,545,24
3807304-1,1,545,23
3807303-1,1,545,22
3807302-1,1,545,21
3807301-1,1,545,20
3807300-1,1,545,19
3807299-1,1,545,18
3807298-1,1,545,17
3807297-1,1,545,16
3807296-1,1,545,15
3807295-1,1,545,14
3807294-1,1,545,13
3807293-1,1,545,12
3807292-1,1,545,11
3807291-1,1,545,10
3807290-1,1,545,9
3807289-1,1,545,8
3807288-1,1,545,7
3807287-1,1,545,6
3807286-1,1,545,5
3807285-1,1,545,4
3807284-1,1,545,2
3807283-1,1,545,3
3807282-1,1,545,1
3807281-1,1,542,17
3807280-1,1,542,16
3807279-1,1,542,15
3807278-1,1,542,14
3807277-1,1,542,13
3807276-1,1,542,12
3807275-1,1,542,11
3807274-1,1,542,10
3807273-1,1,542,9
3807272-1,1,542,8
3807271-1,1,542,7
3807270-1,1,542,6
3807269-1,1,542,5
3807268-1,1,542,4
3807267-1,1,542,3
3807266-1,1,542,2
3807265-1,1,542,1
3807264-1,1,540,7
3807263-1,1,540,6
3807262-1,1,540,5
3807261-1,1,540,4
3807260-1,1,540,3
3807259-1,1,540,2
3807258-1,1,540,1
3807257-1,1,522,17
3807256-1,1,522,16
3807255-1,1,522,15
3807254-1,1,522,14
3807253-1,1,522,13
3807252-1,1,522,12
3807251-1,1,522,11
3807250-1,1,522,10
3807249-1,1,522,9
3807248-1,1,522,8
3807247-1,1,522,7
3807246-1,1,522,6
3807245-1,1,522,5
3807244-1,1,522,4
3807243-1,1,522,3
3807242-1,1,522,2
3807241-1,1,522,1
3807240-1,1,242,7
3807239-1,1,212,16
3807238-1,1,212,13
3807237-1,1,212,12
3807236-1,1,212,5
3807235-1,1,255,28
3807234-2,2,895,2
3807234-1,1,895,2
3807233-1,1,895,1
3807232-1,1,214,15
3807231-1,1,218,8
3807230-1,1,252,3
3807229-1,1,255,19
3807228-1,1,212,6
3807227-1,1,255,16
3807226-1,1,255,18
3807225-1,1,311,13
3807224-1,1,311,15
3807223-1,1,212,11
3807222-1,1,255,22
3807221-1,1,255,26
3807220-1,1,255,24
3807219-1,1,216,3
3807218-1,1,218,9
3807217-1,1,214,13
3807216-1,1,255,4
3807215-1,1,255,20
3807214-1,1,311,10
3807213-1,1,219,8
3807212-1,1,212,14
3807211-1,1,219,7
3807210-1,1,257,3
3807209-1,1,252,4
3807208-1,1,214,5
3807207-1,1,252,7
3807206-1,1,219,5
3807205-1,1,268,1
3807204-1,1,212,4
3807203-1,1,246,10
3807202-1,1,252,2
3807201-1,1,214,11
3807200-1,1,257,2
3807199-1,1,218,6
3807198-1,1,214,14
3807197-1,1,219,4
3807196-1,1,219,1
3807195-1,1,214,10
3807194-1,1,216,1
3807193-1,1,212,15
3807192-1,1,219,3
3807191-1,1,891,2
3807190-1,1,214,2
3807189-1,1,894,2
3807188-1,1,214,3
3807187-1,1,252,6
3807186-2,2,823,2
3807186-1,1,823,2
3807185-1,1,242,2
3807184-2,2,888,2
3807184-1,1,888,2
3807183-1,1,214,9
3807182-1,1,242,1
3807181-1,1,214,4
3807180-1,1,214,6
3807179-1,1,212,10
3807178-1,1,311,4
3807177-1,1,214,8
3807176-1,1,311,6
3807175-1,1,212,9
3807174-1,1,212,2
3807173-1,1,257,1
3807172-1,1,268,3
3807171-1,1,257,4
3807170-1,1,311,1
3807169-1,1,216,8
3807168-1,1,214,12
3807167-1,1,212,7
3807166-1,1,212,8
3807165-1,1,218,3
3807164-2,2,889,2
3807164-1,1,889,2
3807163-1,1,252,5
3807162-1,1,255,13
3807161-1,1,218,7
3807160-1,1,216,6
3807159-1,1,989,2
3807158-1,1,311,2
3807157-2,2,892,2
3807157-1,1,892,2
3807156-1,1,311,5
3807155-1,1,216,7
3807154-2,2,824,2
3807154-1,1,824,2
3807153-1,1,255,6
3807152-1,1,216,5
3807151-1,1,212,3
3807150-1,1,982,1
3807149-1,1,218,5
3807148-1,1,311,9
3807147-1,1,242,3
3807146-1,1,218,2
3807145-1,1,893,2
3807144-1,1,255,15
3807143-1,1,219,2
3807142-1,1,219,6
3807141-1,1,311,7
3807140-1,1,311,8
3807139-1,1,216,2
3807138-1,1,268,2
3807137-1,1,242,4
3807136-1,1,986,2
3807135-1,1,311,11
3807134-1,1,216,4
3807133-1,1,214,7
3807132-1,1,887,2
3807131-1,1,311,3
3807130-1,1,982,2
3807129-1,1,218,4
3807128-1,1,242,5
3807127-1,1,311,12
3807126-1,1,311,14
3807125-1,1,242,6
3807124-1,1,894,1
3807123-1,1,212,1
3807122-1,1,989,1
3807121-1,1,888,1
3807120-1,1,887,1
3807119-1,1,824,1
3807118-1,1,892,1
3807117-1,1,891,1
3807116-1,1,986,1
3807115-1,1,893,1
3807114-1,1,823,1
3807113-1,1,889,1
3807112-1,1,255,25
3807111-1,1,249,1
3807110-1,1,249,7
3807109-1,1,249,5
3807108-1,1,249,4
3807107-1,1,249,2
3807106-1,1,249,6
3807105-1,1,249,3
3807104-1,1,672,12
3807103-1,1,672,14
3807102-1,1,672,16
3807101-1,1,218,1
3807100-1,1,214,1
3807099-1,1,255,27
3807098-1,1,672,1
3807097-1,1,255,9
3807096-1,1,224,1
3807095-1,1,672,2
3807094-1,1,672,3
3807093-1,1,672,5
3807092-1,1,255,10
3807091-1,1,255,12
3807090-1,1,255,5
3807089-1,1,672,7
3807088-1,1,672,9
3807087-1,1,672,10
3807086-1,1,672,13
3807085-1,1,672,11
3807084-1,1,672,15
3807083-1,1,672,8
3807082-1,1,672,4
3807081-1,1,255,7
3807080-1,1,255,17
3807079-1,1,255,2
3807078-1,1,255,1
3807077-1,1,255,11
3807076-1,1,252,1
3807075-1,1,255,21
3807074-1,1,672,6
3807073-1,1,255,23
3807072-1,1,255,14
3807071-1,1,255,8
3807070-1,1,255,3
3804900-1,1,355,10
3804899-1,1,18,15
3804898-1,1,55,6
3804897-1,1,48,18
3804896-1,1,40,8
3804895-1,1,48,14
3804894-1,1,673,37
3804893-1,1,197,10
3804892-1,1,18,20
3804891-1,1,56,6
3804890-1,1,5,18
3804889-1,1,18,4
3804888-1,1,40,20
3804887-1,1,40,12
3804886-1,1,40,23
3804885-1,1,40,22
3804884-1,1,40,21
3804883-1,1,40,19
3804882-1,1,40,18
3804881-1,1,673,40
3804880-1,1,301,20
3804879-1,1,55,5
3804878-1,1,48,19
3804877-1,1,48,17
3804876-1,1,48,31
3804875-1,1,48,30
3804874-1,1,48,29
3804873-1,1,48,28
3804872-1,1,48,27
3804871-1,1,48,26
3804870-1,1,48,25
3804869-1,1,48,24
3804868-1,1,48,23
3804867-1,1,48,22
3804866-1,1,48,20
3804865-1,1,48,21
3804864-1,1,48,16
3804863-1,1,48,15
3804862-1,1,48,12
3804861-1,1,48,11
3804860-1,1,48,10
3804859-1,1,48,9
3804858-1,1,48,8
3804857-1,1,48,6
3804856-1,1,48,5
3804855-1,1,48,4
3804854-1,1,48,13
3804853-1,1,48,3
3804852-1,1,48,2
3804851-1,1,48,1
3804850-1,1,197,8
3804849-1,1,988,1
3804848-1,1,675,25
3804847-1,1,675,24
3804846-1,1,5,26
3804845-1,1,675,38
3804844-1,1,675,37
3804843-1,1,675,36
3804842-1,1,675,35
3804841-1,1,675,34
3804840-1,1,675,33
3804839-1,1,675,32
3804838-1,1,675,31
3804837-1,1,675,30
3804836-1,1,675,29
3804835-1,1,675,27
3804834-1,1,675,26
3804833-1,1,675,23
3804832-1,1,675,22
3804831-1,1,675,21
3804830-1,1,675,20
3804829-1,1,675,19
3804828-1,1,675,18
3804827-1,1,675,17
3804826-1,1,675,16
3804825-1,1,675,15
3804824-1,1,675,14
3804823-1,1,675,13
3804822-1,1,675,12
3804821-1,1,675,11
3804820-1,1,675,10
3804819-1,1,675,9
3804818-1,1,675,8
3804817-1,1,675,7
3804816-1,1,675,6
3804815-1,1,675,5
3804814-1,1,675,4
3804813-1,1,675,3
3804812-1,1,675,2
3804811-1,1,675,1
3804810-1,1,673,24
3804809-1,1,673,43
3804808-1,1,673,42
3804807-1,1,673,41
3804806-1,1,673,44
3804805-1,1,673,39
3804804-1,1,673,38
3804803-1,1,673,36
3804802-1,1,673,34
3804801-1,1,673,35
3804800-1,1,673,32
3804799-1,1,673,33
3804798-1,1,673,31
3804797-1,1,673,30
3804796-1,1,673,23
3804795-1,1,673,21
3804794-1,1,673,22
3804793-1,1,673,20
3804792-1,1,673,19
3804791-1,1,673,18
3804790-1,1,673,17
3804789-1,1,673,16
3804788-1,1,673,15
3804787-1,1,673,14
3804786-1,1,673,13
3804785-1,1,673,12
3804784-1,1,673,11
3804783-1,1,673,10
3804782-1,1,673,9
3804781-1,1,673,8
3804780-1,1,673,7
3804779-1,1,673,6
3804778-1,1,673,5
3804777-1,1,673,4
3804776-1,1,673,3
3804775-1,1,673,2
3804774-1,1,673,1
3804773-1,1,197,3
3804772-1,1,197,5
3804771-1,1,197,9
3804770-1,1,5,24
3804769-1,1,22,1
3804768-1,1,22,2
3804767-1,1,15,5
3804766-1,1,15,1
3804765-1,1,57,3
3804764-1,1,5,3
3804763-1,1,355,13
3804762-1,1,56,4
3804761-1,1,355,14
3804760-1,1,301,15
3804759-1,1,17,5
3804758-1,1,17,7
3804757-1,1,301,18
3804756-1,1,355,6
3804755-1,1,303,12
3804754-2,2,981,1
3804753-1,1,301,3
3804752-1,1,301,16
3804751-1,1,301,1
3804750-1,1,5,25
3804749-1,1,301,17
3804748-1,1,301,9
3804747-1,1,17,2
